Date,Close/Last,Volume,Open,High,Low
784,$168.88,69589340,$171.03,$171.91,$168.47
783,$172.55,61177400,$171.85,$173.34,$170.05
782,$172.79,64286320,$170.97,$172.95,$170.25
781,$168.88,86185530,$167.37,$169.58,$166.56
778,$168.64,98670690,$172.33,$173.08,$168.04
777,$172.12,90865900,$174.14,$175.48,$171.55
776,$176.28,71285040,$176.05,$176.65,$174.90
775,$174.83,74829220,$171.73,$175.35,$171.43
774,$171.66,77251200,$172.86,$173.9458,$170.95
771,$172.39,82465400,$171.68,$174.10,$170.68
770,$172.90,89418070,$174.48,$176.2399,$172.12
769,$175.84,84914260,$174.745,$175.88,$173.33
768,$174.61,86213910,$174.01,$174.84,$172.31
767,$174.78,115541600,$170.16,$175.00,$169.51
764,$170.33,179935700,$165.71,$170.35,$162.80
763,$159.22,121954600,$162.45,$163.84,$158.28
762,$159.69,108275300,$163.50,$164.3894,$157.82
761,$159.78,115798400,$158.98,$162.76,$157.02
760,$161.62,162706700,$160.02,$162.30,$154.70
757,$162.41,122848900,$164.415,$166.33,$162.30
756,$164.51,91420520,$166.98,$169.68,$164.18
755,$166.23,94814990,$170.00,$171.08,$165.94
754,$169.80,91168730,$171.51,$172.54,$169.405
750,$173.07,80440780,$171.34,$173.78,$171.09
749,$172.19,84505760,$175.78,$176.62,$171.79
748,$175.53,74805170,$176.12,$177.18,$174.82
747,$175.08,76138310,$172.32,$175.18,$170.82
746,$172.19,106765600,$169.08,$172.50,$168.17
743,$172.17,86709150,$172.89,$174.14,$171.03
742,$172.00,96903960,$172.70,$175.30,$171.64
741,$174.92,94537600,$179.61,$180.17,$174.64
740,$179.70,99310440,$182.63,$182.94,$179.12
739,$182.01,104701200,$177.83,$182.88,$177.71
736,$177.57,64062260,$178.085,$179.23,$177.26
735,$178.20,59773010,$179.47,$180.57,$178.09
734,$179.38,62348930,$179.33,$180.63,$178.14
733,$179.29,79144340,$180.16,$181.33,$178.53
732,$180.33,74919580,$177.085,$180.42,$177.07
728,$176.28,68356570,$175.85,$176.8499,$175.27
727,$175.64,92135300,$173.04,$175.86,$172.15
726,$172.99,91185910,$171.555,$173.20,$169.12
725,$169.75,107499100,$168.28,$170.58,$167.46
722,$171.14,195923400,$169.93,$173.47,$169.69
721,$172.26,150185800,$179.28,$181.14,$170.75
720,$179.30,131063300,$175.11,$179.50,$172.3108
719,$174.33,139380400,$175.25,$177.74,$172.21
718,$175.74,153237000,$181.115,$182.13,$175.53
715,$179.45,115402700,$175.205,$179.63,$174.69
714,$174.56,108923700,$174.91,$176.75,$173.92
713,$175.08,116998900,$172.125,$175.96,$170.70
712,$171.18,120405400,$169.08,$171.58,$168.34
711,$165.32,107497000,$164.29,$167.8799,$164.28
708,$161.84,118023100,$164.02,$164.96,$159.72
707,$163.76,136739200,$158.735,$164.20,$157.80
706,$164.77,152423000,$167.48,$170.30,$164.53
705,$165.30,174048100,$159.985,$165.52,$159.92
704,$160.24,88748220,$159.37,$161.19,$158.7901
701,$156.81,76959750,$159.565,$160.45,$156.36
699,$161.94,69463620,$160.75,$162.14,$159.64
698,$161.41,96041900,$161.12,$161.80,$159.0601
697,$161.02,117467900,$161.68,$165.70,$161.00
694,$160.55,117305600,$157.65,$161.02,$156.5328
693,$157.87,137827700,$153.71,$158.67,$153.05
692,$153.49,88807000,$150.995,$155.00,$150.99
691,$151.00,59256210,$149.94,$151.488,$149.34
690,$150.00,59222800,$150.37,$151.88,$149.43
687,$149.99,63804010,$148.43,$150.40,$147.48
686,$147.87,40999950,$148.96,$149.43,$147.681
685,$147.92,65187090,$150.02,$150.13,$147.85
684,$150.81,56787930,$150.20,$151.428,$150.0601
683,$150.44,55020870,$151.41,$151.57,$150.16
680,$151.28,65463880,$151.89,$152.20,$150.06
679,$150.96,60394620,$151.58,$152.43,$150.64
678,$151.49,54511530,$150.39,$151.97,$149.82
677,$150.02,69121990,$148.66,$151.57,$148.65
676,$148.96,74588260,$148.985,$149.70,$147.80
673,$149.80,124953200,$147.215,$149.94,$146.4128
672,$152.57,100077900,$149.82,$153.165,$149.72
671,$148.85,56094930,$149.36,$149.73,$148.49
670,$149.32,60893400,$149.33,$150.84,$149.0101
669,$148.64,50720560,$148.68,$149.37,$147.6211
666,$148.69,58883440,$149.69,$150.18,$148.64
665,$149.48,61420990,$148.81,$149.64,$147.87
664,$149.26,58418790,$148.70,$149.7539,$148.12
663,$148.76,76378890,$147.01,$149.17,$146.55
662,$146.55,85589180,$143.445,$146.84,$143.16
659,$144.84,67940330,$143.77,$144.895,$143.51
658,$143.76,69907100,$142.11,$143.88,$141.51
657,$140.91,78762720,$141.235,$141.40,$139.20
656,$141.51,73035860,$143.23,$143.25,$141.0401
655,$142.81,64452220,$142.27,$144.81,$141.81
652,$142.90,58773160,$144.03,$144.1781,$142.56
651,$143.29,61732660,$143.06,$144.215,$142.72
650,$142.00,83221120,$139.47,$142.15,$138.37
649,$141.11,80861060,$139.49,$142.24,$139.36
648,$139.14,98322010,$141.76,$142.21,$138.27
645,$142.65,94639580,$141.90,$142.92,$139.1101
644,$141.50,89056660,$143.66,$144.378,$141.28
643,$142.83,74602040,$142.47,$144.45,$142.03
642,$141.91,108972300,$143.25,$144.75,$141.69
641,$145.37,74150730,$145.47,$145.96,$143.82
638,$146.92,53477870,$145.66,$147.4701,$145.56
637,$146.83,64838170,$146.65,$147.08,$145.64
636,$145.85,76404340,$144.45,$146.43,$143.7001
635,$143.43,75833960,$143.93,$144.60,$142.78
634,$142.94,123478900,$143.80,$144.84,$141.27
631,$146.06,129868800,$148.82,$148.82,$145.76
630,$148.79,68034150,$148.44,$148.97,$147.221
629,$149.03,83281320,$148.56,$149.44,$146.37
628,$148.12,109296300,$150.35,$151.07,$146.91
627,$149.55,102404300,$150.63,$151.42,$148.75
624,$148.97,140893200,$155.00,$155.48,$148.70
623,$154.07,57305730,$155.49,$156.11,$153.95
622,$155.11,74420210,$156.98,$157.04,$153.975
621,$156.69,82278260,$154.97,$157.26,$154.39
617,$154.30,57866070,$153.76,$154.63,$153.09
616,$153.65,71171320,$153.87,$154.72,$152.40
615,$152.51,80313710,$152.83,$154.98,$152.34
614,$151.83,86453120,$152.66,$152.80,$151.29
613,$153.12,90956720,$149.00,$153.49,$148.61
610,$148.60,55802390,$147.48,$148.75,$146.83
609,$147.54,48597200,$148.35,$149.12,$147.51
608,$148.36,58991300,$149.81,$150.32,$147.80
607,$149.62,48606430,$149.45,$150.86,$149.15
606,$149.71,60131810,$148.31,$150.19,$147.89
603,$148.19,60549630,$147.44,$148.50,$146.78
602,$146.70,86960310,$145.03,$148.00,$144.50
601,$146.36,86325990,$149.80,$150.72,$146.15
600,$150.19,92229740,$150.23,$151.68,$149.09
599,$151.12,103558800,$148.535,$151.19,$146.47
596,$149.10,59375010,$148.97,$149.4444,$148.27
595,$148.89,73779110,$146.19,$149.05,$145.84
594,$145.86,48493460,$146.05,$146.72,$145.53
593,$145.60,69023080,$146.44,$147.71,$145.30
592,$146.09,48908690,$146.20,$146.70,$145.52
589,$146.14,54126810,$146.35,$147.11,$145.63
588,$147.06,46397670,$146.98,$147.84,$146.17
587,$146.95,56368270,$147.27,$147.79,$146.28
586,$147.36,64786620,$145.81,$148.045,$145.18
585,$145.52,62879960,$146.36,$146.95,$145.25
582,$145.86,70440630,$144.38,$146.33,$144.11
581,$145.64,56699480,$144.685,$146.55,$144.58
580,$144.98,118931200,$144.81,$146.97,$142.54
579,$146.77,104818600,$149.12,$149.21,$145.55
578,$148.99,72434090,$148.27,$149.83,$147.70
575,$148.56,71447420,$147.55,$148.7177,$146.92
574,$146.80,77338160,$145.935,$148.195,$145.81
573,$145.40,74993460,$145.53,$146.13,$144.63
572,$146.15,96350040,$143.46,$147.0997,$142.96
571,$142.45,121434600,$143.75,$144.07,$141.67
568,$146.39,93251430,$148.46,$149.76,$145.88
567,$148.48,106820300,$149.24,$150.00,$147.09
566,$149.15,127050800,$148.10,$149.57,$147.68
565,$145.64,100827100,$144.03,$147.46,$143.63
564,$144.50,76299720,$146.21,$146.32,$144.00
561,$145.11,99890800,$142.75,$145.65,$142.6522
560,$143.24,105575500,$141.58,$144.06,$140.665
559,$144.57,104911600,$143.535,$144.89,$142.66
558,$142.02,108181800,$140.07,$143.15,$140.07
554,$139.96,78945570,$137.90,$140.00,$137.745
553,$137.27,52485780,$136.60,$137.33,$135.76
552,$136.96,63261390,$136.17,$137.41,$135.87
551,$136.33,64556080,$134.80,$136.49,$134.35
550,$134.78,62111300,$133.41,$135.245,$133.35
547,$133.11,70783750,$133.46,$133.89,$132.81
546,$133.41,68711000,$134.45,$134.64,$132.93
545,$133.70,60214200,$133.77,$134.32,$133.23
544,$133.98,74783620,$132.13,$134.08,$131.62
543,$132.30,79663320,$130.30,$132.41,$129.21
540,$130.46,108953300,$130.71,$131.51,$130.24
539,$131.79,96721670,$129.80,$132.55,$129.65
538,$130.15,91815030,$130.37,$130.89,$128.461
537,$129.64,62746330,$129.94,$130.60,$129.39
536,$130.48,96906490,$127.82,$130.54,$127.07
533,$127.35,53522370,$126.53,$127.44,$126.10
532,$126.11,71186420,$127.02,$128.19,$125.94
531,$127.13,56877940,$127.21,$127.75,$126.52
530,$126.74,74403770,$126.60,$128.46,$126.2101
529,$125.90,71057550,$126.17,$126.32,$124.8321
526,$125.89,75169340,$124.07,$126.16,$123.85
525,$123.54,76229170,$124.68,$124.85,$123.13
524,$125.06,59278860,$124.28,$125.24,$124.05
523,$124.28,67637120,$125.08,$125.35,$123.94
519,$124.61,71311110,$125.57,$125.80,$124.55
518,$125.28,94625600,$126.44,$127.64,$125.08
517,$126.85,56575920,$126.955,$127.39,$126.42
516,$126.90,72009480,$127.82,$128.32,$126.32
515,$127.10,63092950,$126.01,$127.94,$125.94
512,$125.43,79295440,$127.82,$128.00,$125.21
511,$127.31,76857120,$125.23,$127.72,$125.10
510,$124.69,92611990,$123.16,$124.915,$122.86
509,$124.85,63342930,$126.56,$126.99,$124.78
508,$126.27,74116550,$126.82,$126.93,$125.17
505,$127.45,81917950,$126.25,$127.89,$125.85
504,$124.97,105861300,$124.58,$126.15,$124.26
503,$122.77,112172300,$123.40,$124.64,$122.25
502,$125.91,126142800,$123.50,$126.27,$122.77
501,$126.85,88071230,$129.41,$129.54,$126.81
498,$130.21,78973270,$130.85,$131.2582,$129.475
497,$129.74,78128330,$127.89,$129.75,$127.13
496,$128.10,84000900,$129.20,$130.45,$127.97
495,$127.85,137564700,$131.19,$131.4899,$126.70
494,$132.54,75135100,$132.04,$134.07,$131.83
491,$131.46,109839500,$131.78,$133.56,$131.065
490,$133.48,151101000,$136.47,$137.07,$132.45
489,$133.58,107760100,$134.31,$135.02,$133.08
488,$134.39,66015800,$135.01,$135.41,$134.11
487,$134.72,66905070,$134.83,$135.06,$133.56
484,$134.32,78756780,$132.16,$135.12,$132.16
483,$131.94,84566460,$133.04,$134.15,$131.41
482,$133.50,68847140,$132.36,$133.75,$131.3001
481,$133.11,94812350,$135.02,$135.53,$131.81
480,$134.84,94264220,$133.51,$135.47,$133.34
477,$134.16,84922390,$134.30,$134.67,$133.28
476,$134.50,89347100,$133.82,$135.00,$133.64
475,$132.03,87222780,$134.94,$135.00,$131.655
474,$134.43,91266550,$132.44,$134.66,$131.93
473,$131.24,91419980,$132.52,$132.85,$130.63
470,$132.995,106686700,$129.80,$133.04,$129.47
469,$130.36,88844590,$128.95,$130.39,$128.52
468,$127.90,83466720,$125.83,$127.92,$125.14
467,$126.21,80171250,$126.50,$127.13,$125.65
466,$125.90,88651180,$123.87,$126.1601,$123.07
462,$123.00,75089130,$123.66,$124.18,$122.49
461,$122.15,118323800,$121.65,$123.52,$121.15
460,$119.90,85671920,$120.11,$120.4031,$118.86
459,$121.39,80819200,$121.65,$122.58,$120.7299
456,$121.21,94071230,$120.35,$121.48,$118.92
455,$120.59,98844680,$119.54,$121.66,$119.00
454,$120.09,88530490,$122.82,$122.90,$120.065
453,$122.54,95467140,$123.33,$124.24,$122.14
452,$123.39,111912300,$120.33,$123.87,$120.26
449,$119.99,185549500,$119.90,$121.43,$119.675
448,$120.53,121469800,$122.88,$123.18,$120.32
447,$124.76,111932600,$124.05,$125.8599,$122.336
446,$125.57,115227900,$125.70,$127.22,$124.715
445,$123.99,92590560,$121.41,$124.00,$120.42
442,$121.03,88105050,$120.40,$121.17,$119.16
441,$121.96,103026500,$122.54,$123.21,$121.26
440,$119.98,111943300,$121.69,$122.17,$119.45
439,$121.085,129525800,$119.03,$122.06,$118.79
438,$116.36,154376600,$120.93,$121.00,$116.21
435,$121.42,153766600,$120.98,$121.935,$117.57
434,$120.13,178155000,$121.75,$123.60,$118.62
433,$122.06,112966300,$124.81,$125.71,$121.84
432,$125.12,102260900,$128.41,$128.72,$125.01
431,$127.79,116307900,$123.75,$127.93,$122.79
428,$121.26,164560400,$122.59,$124.85,$121.20
427,$120.99,148199500,$124.68,$126.4585,$120.54
426,$125.35,111039900,$124.94,$125.56,$122.23
425,$125.86,158273000,$123.76,$126.71,$118.39
424,$126.00,103916400,$128.01,$129.72,$125.60
421,$129.87,87668830,$130.24,$130.71,$128.80
420,$129.71,96856750,$129.20,$129.995,$127.41
419,$130.84,98085250,$131.25,$132.22,$129.47
418,$133.19,80576320,$135.49,$136.01,$132.79
414,$135.37,60145130,$134.35,$135.53,$133.6921
413,$135.13,64280030,$135.90,$136.39,$133.77
412,$135.39,73046560,$136.48,$136.99,$134.40
411,$136.01,76774210,$136.62,$137.877,$135.85
410,$136.91,71297210,$136.03,$136.96,$134.92
407,$136.76,75693830,$137.35,$137.42,$135.86
406,$137.39,84183060,$136.30,$137.40,$134.59
405,$133.94,89880940,$135.76,$135.77,$133.61
404,$134.99,83305370,$135.73,$136.31,$134.61
403,$134.14,106239800,$133.75,$135.38,$130.93
400,$131.96,177523800,$135.83,$136.74,$130.21
399,$137.09,142621100,$139.52,$141.99,$136.70
398,$142.06,140843800,$143.43,$144.30,$140.41
397,$143.16,98390560,$143.60,$144.30,$141.37
396,$142.92,157611700,$143.07,$145.09,$136.54
393,$139.07,114459400,$136.28,$139.85,$135.02
392,$136.87,120529500,$133.80,$139.67,$133.59
391,$132.03,104319500,$128.66,$132.49,$128.55
390,$127.83,90757330,$127.78,$128.71,$126.938
386,$127.14,111598500,$128.78,$130.2242,$127.00
385,$128.91,90221760,$130.80,$131.00,$128.76
384,$130.89,88636830,$128.76,$131.45,$128.49
383,$128.80,91951150,$128.50,$129.69,$126.86
382,$128.98,100620900,$129.19,$130.17,$128.50
379,$132.05,105158200,$132.43,$132.63,$130.23
378,$130.92,109578200,$128.36,$131.63,$127.86
377,$126.60,155088000,$127.72,$131.0499,$126.382
376,$131.01,97664900,$128.89,$131.74,$128.43
375,$129.41,143301900,$133.52,$133.6116,$126.76
371,$132.69,99116590,$134.08,$134.74,$131.72
370,$133.72,96452120,$135.58,$135.99,$133.40
369,$134.87,121047300,$138.05,$138.789,$134.3409
368,$136.69,124486200,$133.99,$137.34,$133.51
364,$131.97,54930060,$131.32,$133.46,$131.10
363,$130.96,88223690,$132.16,$132.43,$130.78
362,$131.88,169351800,$131.61,$134.405,$129.65
361,$128.23,121251600,$125.02,$128.31,$123.449
358,$126.655,192541500,$128.96,$129.10,$126.12
357,$128.70,94359810,$128.90,$129.58,$128.045
356,$127.81,98208590,$127.41,$128.37,$126.56
355,$127.88,157572300,$124.34,$127.90,$124.13
354,$121.78,79075990,$122.60,$123.35,$121.54
351,$122.41,86939790,$122.43,$122.76,$120.55
350,$123.24,81312170,$120.50,$123.87,$120.15
349,$121.78,115089200,$124.53,$125.95,$121.00
348,$124.38,82225510,$124.37,$124.98,$123.09
347,$123.75,86711990,$122.31,$124.57,$122.25
344,$122.25,78260420,$122.60,$122.8608,$121.52
343,$122.94,78967630,$123.52,$123.78,$122.21
342,$123.08,89004200,$122.02,$123.37,$120.89
341,$122.72,128166800,$121.01,$123.4693,$120.01
340,$119.05,169410200,$116.97,$120.97,$116.81
337,$116.59,46691330,$116.57,$117.49,$116.22
335,$116.03,76499230,$115.55,$116.75,$115.17
334,$115.17,113874200,$113.91,$115.85,$112.59
333,$113.85,127959300,$117.18,$117.6202,$113.75
330,$117.34,73604290,$118.64,$118.77,$117.29
329,$118.64,74112970,$117.59,$119.06,$116.81
328,$118.03,76322110,$118.61,$119.82,$118.00
327,$119.39,74270970,$119.55,$120.6741,$118.96
326,$120.30,91183020,$118.92,$120.99,$118.146
323,$119.26,81688590,$119.44,$119.6717,$117.87
322,$119.21,103350700,$119.62,$120.53,$118.57
321,$119.49,112295000,$117.19,$119.63,$116.44
320,$115.97,138023400,$115.55,$117.59,$114.13
319,$116.32,154515300,$120.50,$121.99,$116.05
316,$118.69,114457900,$118.32,$119.20,$116.13
315,$119.03,126387100,$117.95,$119.62,$116.8686
314,$114.95,138235500,$114.14,$115.59,$112.35
313,$110.44,107624400,$109.66,$111.49,$108.73
312,$108.77,122866900,$109.11,$110.68,$107.32
309,$108.86,190573500,$111.06,$111.99,$107.72
308,$115.32,146129200,$112.37,$116.93,$112.20
307,$111.20,143937800,$115.05,$115.43,$111.10
306,$116.60,92276770,$115.49,$117.28,$114.5399
305,$115.05,111850700,$114.01,$116.55,$112.88
302,$115.04,82572650,$116.39,$116.55,$114.28
301,$115.75,101988000,$117.45,$118.04,$114.59
300,$116.87,89945980,$116.67,$118.705,$116.45
299,$117.51,124423700,$116.20,$118.98,$115.63
298,$115.98,120639300,$119.96,$120.419,$115.66
295,$119.02,115393800,$121.28,$121.548,$118.81
294,$120.71,112559200,$118.72,$121.20,$118.15
293,$121.19,151062300,$121.00,$123.03,$119.62
292,$121.10,262330500,$125.27,$125.39,$119.65
291,$124.40,240226800,$120.06,$125.18,$119.2845
288,$116.97,100506900,$115.28,$117.00,$114.92
287,$114.97,83477150,$116.25,$116.40,$114.5901
286,$115.08,96848990,$114.62,$115.55,$114.13
285,$113.16,161498200,$115.70,$116.12,$112.25
284,$116.50,106243800,$113.91,$116.65,$113.55
281,$113.02,144712000,$112.89,$115.37,$112.22
280,$116.79,116120400,$117.64,$117.72,$115.83
279,$115.81,142675200,$113.79,$117.26,$113.62
278,$114.09,100060500,$114.55,$115.31,$113.57
277,$114.96,137672400,$115.01,$115.32,$112.78
274,$112.28,149981400,$108.43,$112.44,$107.67
273,$108.22,167743300,$105.17,$110.25,$105.00
272,$107.12,150718700,$111.62,$112.11,$106.77
271,$111.81,183055400,$112.68,$112.86,$109.16
270,$110.08,195713800,$104.54,$110.19,$103.10
267,$106.84,287104900,$110.40,$110.88,$106.09
266,$110.34,178011000,$109.72,$112.20,$108.71
265,$112.13,155026700,$115.23,$116.00,$112.04
264,$115.54,184642000,$118.33,$118.829,$113.61
263,$115.355,140150100,$114.72,$115.93,$112.80
260,$112.00,180860300,$114.57,$115.23,$110.00
259,$113.49,182274400,$120.36,$120.50,$112.50
258,$117.32,176940500,$117.26,$119.14,$115.26
257,$112.82,231366600,$113.95,$118.99,$112.68
253,$120.96,332607200,$120.07,$123.70,$110.89
252,$120.88,257599600,$126.91,$128.84,$120.50
251,$131.40,200119000,$137.59,$137.98,$127.00
250,$134.18,152470100,$132.76,$134.80,$130.53
249,$129.04,225702700,$127.58,$131.00,$126.00
246,$124.8075,187629920,$126.0125,$126.4425,$124.5775
245,$125.01,155552400,$127.1425,$127.485,$123.8325
244,$126.5225,163022280,$126.1793,$126.9925,$125.0825
243,$124.825,211495800,$124.6975,$125.1793,$123.0525
242,$125.8575,345937760,$128.6975,$128.785,$123.9363
239,$124.37,338054640,$119.2625,$124.868,$119.25
238,$118.275,126907200,$115.75,$118.392,$115.7334
237,$115.7075,145538000,$115.9833,$117.1625,$115.61
236,$115.5625,105633560,$114.3525,$116.00,$114.0075
235,$114.6075,119561440,$116.0625,$116.0875,$113.9625
232,$114.9075,165565200,$114.8288,$115.00,$113.045
231,$115.01,210082080,$114.43,$116.0425,$113.9275
230,$113.01,165944840,$110.4975,$113.275,$110.2975
229,$109.375,187902360,$111.9688,$112.4825,$109.1067
228,$112.7275,212403440,$112.60,$113.775,$110.00
225,$111.1125,198045600,$113.205,$113.675,$110.2925
224,$113.9025,202428920,$110.405,$114.4125,$109.7975
223,$110.0625,121991960,$109.3775,$110.3925,$108.8975
222,$109.665,172792360,$109.1325,$110.79,$108.3875
221,$108.9375,308151400,$108.20,$111.6364,$107.8925
218,$106.26,374295480,$102.8838,$106.415,$100.825
217,$96.19,158130040,$94.1875,$96.2975,$93.7675
216,$95.04,90329240,$93.75,$95.23,$93.7125
215,$93.2525,103625520,$94.3675,$94.5497,$93.2475
214,$94.81,121214200,$93.71,$94.905,$93.48
211,$92.615,185438880,$90.9875,$92.97,$89.145
210,$92.845,197004440,$96.9985,$97.0775,$92.0097
209,$97.2725,89001640,$96.6925,$97.975,$96.6025
208,$97.00,103645840,$99.1725,$99.25,$96.7425
207,$98.3575,90317920,$96.4163,$98.50,$96.0625
204,$96.3275,92186920,$96.9875,$97.1475,$95.84
203,$96.5225,110577680,$96.5625,$97.405,$95.905
202,$97.725,153197920,$98.99,$99.2475,$96.49
201,$97.0575,170989360,$94.84,$97.255,$93.8775
200,$95.4775,191649160,$97.265,$99.955,$95.2575
197,$95.92,90257320,$95.335,$95.98,$94.7052
196,$95.6825,125642600,$96.2625,$96.3175,$94.6725
195,$95.3425,117091880,$94.18,$95.375,$94.09
194,$93.1725,112424440,$93.8525,$94.655,$93.0575
193,$93.4625,118655640,$92.50,$93.945,$92.4675
189,$91.0275,114041480,$91.9625,$92.6175,$90.91
188,$91.0275,110737240,$91.28,$91.84,$90.9775
187,$91.20,140223280,$90.02,$91.495,$90.00
186,$90.445,130646080,$88.3125,$90.5434,$87.82
183,$88.4075,205256840,$91.1025,$91.33,$88.255
182,$91.21,137522520,$90.175,$91.25,$89.3925
181,$90.015,192623400,$91.25,$92.1975,$89.63
180,$91.6325,212155480,$91.00,$93.095,$90.5675
179,$89.7175,135445280,$87.835,$89.865,$87.7875
176,$87.43,264475800,$88.6587,$89.14,$86.2875
175,$87.9325,96820400,$87.8525,$88.3625,$87.305
174,$87.8975,114406520,$88.7875,$88.85,$87.7725
173,$88.02,165428720,$87.865,$88.30,$86.18
172,$85.7475,138808920,$83.3125,$86.42,$83.145
169,$84.70,200146040,$86.18,$86.95,$83.5558
168,$83.975,201662440,$87.3275,$87.765,$83.87
167,$88.21,166651760,$86.975,$88.6925,$86.5225
166,$85.9975,147712360,$83.035,$86.4025,$83.0025
165,$83.365,95654520,$82.5625,$83.40,$81.83
162,$82.875,137250200,$80.8375,$82.9375,$80.8075
161,$80.58,87560360,$81.0975,$81.405,$80.195
160,$81.28,104491200,$81.165,$81.55,$80.575
159,$80.835,87642800,$80.1863,$80.86,$79.7325
158,$80.4625,81018600,$79.4375,$80.5875,$79.3025
155,$79.485,153598120,$79.8125,$80.2875,$79.1175
154,$79.5625,133796400,$79.1925,$80.86,$78.9075
153,$79.5275,112945080,$79.035,$79.6775,$78.2725
152,$79.1825,125521800,$80.875,$81.06,$79.125
148,$79.7225,81803000,$78.9425,$79.8075,$78.8375
147,$79.2125,102688840,$79.665,$80.2225,$78.9675
146,$79.8075,111504880,$79.17,$79.88,$79.05
145,$78.285,101729560,$78.7575,$79.63,$78.2525
144,$78.74,135372520,$78.2925,$79.125,$77.581
141,$76.9275,166348360,$75.0875,$76.975,$75.0525
140,$77.385,158929080,$76.1275,$77.4475,$75.3825
139,$76.9125,200622560,$78.0375,$78.9875,$75.8025
138,$77.8525,162301040,$79.4575,$79.922,$77.7275
137,$78.7525,145946240,$77.025,$79.2625,$76.81
134,$77.5325,134047960,$76.41,$77.5875,$76.0725
133,$75.935,115215040,$75.805,$76.2925,$75.4925
132,$75.1575,142333760,$75.115,$75.81,$74.7175
131,$74.39,147751200,$73.765,$75.25,$73.615
130,$73.29,133567960,$72.2925,$73.4225,$71.5793
127,$72.2675,240616720,$71.5625,$74.75,$71.4625
126,$73.45,183063880,$72.49,$73.6325,$72.0875
125,$71.9325,137280800,$71.1825,$72.4175,$70.9725
124,$69.645,112004760,$71.27,$71.4575,$69.55
123,$70.7925,117087560,$70.45,$71.135,$69.9875
120,$70.7425,126508720,$69.30,$70.7525,$69.25
119,$68.7575,124814320,$68.9675,$70.4375,$68.7175
118,$69.025,117057360,$68.4025,$69.475,$68.05
117,$67.0925,180991560,$69.07,$69.3125,$66.3575
116,$69.2325,130015000,$69.4875,$70.42,$69.2125
113,$70.70,215249920,$71.1725,$71.7362,$69.215
112,$71.6725,157125160,$71.845,$72.0494,$70.5875
111,$71.1075,131154560,$70.60,$71.5825,$70.1575
110,$71.7625,194994680,$70.00,$72.0625,$69.5125
109,$68.3125,131022920,$67.0775,$68.425,$66.4575
105,$66.9975,162116480,$67.175,$67.5175,$66.175
104,$66.5175,168895280,$65.685,$66.8425,$65.3075
103,$64.8575,202887320,$67.70,$67.925,$64.75
102,$65.6175,201820280,$62.725,$65.7775,$62.345
99,$60.3525,129880080,$60.70,$61.425,$59.7435
98,$61.2325,165933960,$60.085,$61.2875,$59.225
97,$60.2275,176218560,$61.625,$62.18,$59.7825
96,$63.5725,197002000,$63.90,$65.6225,$63.00
95,$63.7025,167976440,$62.685,$63.88,$62.35
92,$61.935,204216600,$63.1875,$63.9675,$61.7625
91,$64.61,252560680,$61.63,$64.67,$61.59
90,$61.38,303602040,$62.6875,$64.5625,$61.075
89,$61.72,287531080,$59.09,$61.9225,$58.575
88,$56.0925,336752840,$57.02,$57.1249,$53.1525
85,$57.31,401693200,$61.795,$62.9575,$57.00
84,$61.195,271857040,$61.8462,$63.21,$60.6525
83,$61.6675,300233640,$59.9425,$62.50,$59.28
82,$63.215,324055880,$61.8775,$64.4025,$59.60
81,$60.5525,322423480,$60.4875,$64.77,$60.00
78,$69.4925,370732120,$66.2225,$69.98,$63.2375
77,$62.0575,418474000,$63.985,$67.50,$62.00
76,$68.8575,256379880,$69.3475,$70.305,$67.965
75,$71.335,285290080,$69.285,$71.61,$67.3425
74,$66.5425,286744840,$65.9375,$69.5225,$65.75
71,$72.2575,226177000,$70.50,$72.705,$70.3075
70,$73.23,187572880,$73.88,$74.8875,$72.8525
69,$75.685,219178280,$74.11,$75.85,$73.2825
68,$72.33,319475400,$75.9175,$76.00,$71.45
67,$74.7025,341397360,$70.57,$75.36,$69.43
64,$68.34,426884800,$64.315,$69.6025,$64.0925
63,$68.38,320605520,$70.275,$71.50,$68.24
62,$73.1625,198713720,$71.6325,$74.47,$71.625
61,$72.02,230673440,$75.2375,$75.6325,$71.5325
60,$74.545,222195320,$74.315,$76.045,$72.3075
57,$78.2625,129705680,$79.655,$80.1125,$77.625
56,$80.075,100565960,$80.6575,$81.1625,$79.5525
55,$80.905,93983960,$80.00,$81.1425,$80.00
54,$79.75,152762200,$78.84,$79.9375,$78.6525
50,$81.2375,80113800,$81.185,$81.495,$80.7125
49,$81.2175,94747560,$81.0475,$81.555,$80.8375
48,$81.80,113730280,$80.3675,$81.805,$80.3675
47,$79.9025,94323120,$80.90,$80.975,$79.6775
46,$80.3875,109348880,$78.545,$80.3875,$78.4625
43,$80.0075,117684040,$80.5925,$80.85,$79.50
42,$81.3025,105425560,$80.6425,$81.305,$80.0662
41,$80.3625,118826880,$80.88,$81.19,$79.7375
40,$79.7125,136616520,$78.8275,$79.91,$78.4086
39,$77.165,173985600,$76.075,$78.3725,$75.555
36,$77.3775,199588400,$80.2325,$80.67,$77.0725
35,$80.9675,126743240,$80.136,$81.0225,$79.6875
34,$81.085,216599720,$81.1125,$81.9625,$80.345
33,$79.4225,162233960,$78.15,$79.60,$78.0475
32,$77.2375,161940040,$77.515,$77.9425,$76.22
29,$79.5775,146537520,$80.0625,$80.8325,$79.3797
